name,description,published,author,url,github_ind,github_url,downloads,stars,last_commit
RQEntangle,"It computes the Schmidt decomposition of bipartite quantum systems, discrete or continuous,
    and their respective entanglement metrics. See Artur Ekert, Peter L. Knight (1995) <doi:10.1119/1.17904> 
    for more details.",2019-01-04,Kwan-Yuet Ho,https://github.com/stephenhky/RQEntangle,TRUE,https://github.com/stephenhky/rqentangle,2048,0,1546561004
RQGIS,"Establishes an interface between R and 'QGIS', i.e. it allows
    the user to access 'QGIS' functionalities from the R console. It achieves this
    by using the 'QGIS' Python API via the command line. Hence, RQGIS extends R's
    statistical power by the incredible vast geo-functionality of 'QGIS' (including
    also 'GDAL', 'SAGA'- and 'GRASS'-GIS among other third-party providers).
    This in turn creates a powerful environment for advanced and innovative
    (geo-)statistical geocomputing. 'QGIS' is licensed under GPL version 2 or
    greater and is available from <http://www.qgis.org/en/site/>.",2018-08-13,Jannes Muenchow  (<https://orcid.org/0000-0001-7834-4717>),https://github.com/jannes-m/RQGIS,TRUE,https://github.com/jannes-m/rqgis,22845,169,1543949711
RQuantLib,"The 'RQuantLib' package makes parts of 'QuantLib' accessible from R
 The 'QuantLib' project aims to provide a comprehensive software framework
 for quantitative finance. The goal is to provide a standard open source library
 for quantitative analysis, modeling, trading, and risk management of financial
 assets.",2019-03-17,Dirk Eddelbuettel,http://dirk.eddelbuettel.com/code/rquantlib.html,TRUE,https://github.com/eddelbuettel/rquantlib,84672,65,1552848618
rquery,"A piped query generator based on Edgar F. Codd's relational
    algebra, and on production experience using 'SQL' and 'dplyr' at big data
    scale.  The design represents an attempt to make 'SQL' more teachable by
    denoting composition by a sequential pipeline notation instead of nested
    queries or functions.   The implementation delivers reliable high 
    performance data processing on large data systems such as 'Spark',
    databases, and 'data.table'. Package features include: data processing trees
    or pipelines as observable objects (able to report both columns
    produced and columns used), optimized 'SQL' generation as an explicit
    user visible table modeling step, plus explicit query reasoning and checking.",2019-03-10,John Mount,"https://github.com/WinVector/rquery/,
https://winvector.github.io/rquery/",TRUE,https://github.com/winvector/rquery,18650,77,1552480376
rr2,"Three methods to calculate R2 for models with correlated errors, 
    including Phylogenetic GLS, Phylogenetic Logistic Regression, Linear Mixed 
    Models (LMMs), and Generalized Linear Mixed Models (GLMMs). See details in 
    Ives 2018 <doi:10.1093/sysbio/syy060>.",2019-02-04,Anthony Ives,https://github.com/arives/rr2,TRUE,https://github.com/arives/rr2,1507,12,1549250093
Rraven,A tool to exchange data between R and 'Raven' sound analysis software <http://www.birds.cornell.edu/brp/raven/RavenOverview.html> (Cornell Lab of Ornithology). Functions work on data formats compatible with the R package 'warbleR'.,2019-03-05,Marcelo Araya-Salas,https://github.com/maRce10/Rraven,TRUE,https://github.com/marce10/rraven,4429,1,1552357659
rredlist,"'IUCN' Red List (<http://apiv3.iucnredlist.org/api/v3/docs>) client.
    The 'IUCN' Red List is a global list of threatened and endangered species.
    Functions cover all of the Red List 'API' routes. An 'API' key is required.",2018-07-19,Scott Chamberlain,https://github.com/ropensci/rredlist,TRUE,https://github.com/ropensci/rredlist,78969,19,1547145149
rrepast,"An R and Repast integration tool for running individual-based
    (IbM) simulation models developed using 'Repast Simphony' Agent-Based framework
    directly from R code supporting multicore execution. This package 
    integrates 'Repast Simphony' models within R environment, making easier 
    the tasks of running and analyzing model output data for 
    automated parameter calibration and for carrying out uncertainty and
    sensitivity analysis using the power of R environment.",2018-06-25,Antonio Prestes Garcia,https://github.com/antonio-pgarcia/rrepast,TRUE,https://github.com/antonio-pgarcia/rrepast,8103,1,1548024574
RRPP,"Linear model calculations are made for many random versions of data.  
    Using residual randomization in a permutation procedure, sums of squares are 
    calculated over many permutations to generate empirical probability distributions 
    for evaluating model effects.  This packaged is described by 
    Collyer & Adams (2018) <doi:10.1111/2041-210X.13029>.  Additionally, coefficients, statistics, fitted values, and residuals generated over many 
    permutations can be used for various procedures including pairwise tests, prediction, classification, and
    model comparison.  This package should provide most tools one could need for the analysis of
    high-dimensional data, especially in ecology and evolutionary biology, but certainly other fields, as well.",2019-04-02,Michael Collyer,https://github.com/mlcollyer/RRPP,TRUE,https://github.com/mlcollyer/rrpp,11169,1,1554316159
RSAGA,"Provides access to geocomputing and terrain analysis functions
    of the geographical information system (GIS) 'SAGA' (System for Automated
    Geoscientific Analyses) from within R by running the command line version of
    SAGA. This package furthermore provides several R functions for handling ASCII
    grids, including a flexible framework for applying local functions (including
    predict methods of fitted models) and focal functions to multiple grids. SAGA
    GIS is available under GPLv2 / LGPLv2 licence from 
    <http://sourceforge.net/projects/saga-gis/>.",2018-11-12,Alexander Brenning  (<https://orcid.org/0000-0001-6640-679X>),https://github.com/r-spatial/RSAGA,TRUE,https://github.com/r-spatial/rsaga,111046,4,1542795406
RSAlgaeR,"Assists in processing reflectance data, developing empirical models using stepwise regression and a generalized linear modeling approach, cross-
    validation, and analysis of trends in water quality conditions (specifically chl-a) and climate conditions using the Theil-Sen estimator.",2018-04-10,Carly Hansen,http://github.com/cahhansen/RSAlgae,TRUE,https://github.com/cahhansen/rsalgae,1947,2,1547878831
rsample,"Classes and functions to create and summarize different types of resampling objects (e.g. bootstrap, cross-validation). ",2019-01-07,Max Kuhn,https://tidymodels.github.io/rsample,TRUE,https://github.com/tidymodels/rsample,54609,132,1548784114
rscala,"'Scala' <http://www.scala-lang.org/> is embedded in 'R' and callbacks from 'Scala' to 'R' are available. Support is provided to write 'R' packages that access 'Scala'. After installation, please run 'rscala::scalaConfig()'.",2018-12-15,David B. Dahl,https://github.com/dbdahl/rscala,TRUE,https://github.com/dbdahl/rscala,35584,75,1553039644
rscopus,"Uses Elsevier 'Scopus' API
    <https://dev.elsevier.com/sc_apis.html> to download 
    information about authors and their citations.",2018-11-19,John Muschelli,"https://dev.elsevier.com/sc_apis.html,
https://github.com/muschellij2/rscopus",TRUE,https://github.com/muschellij2/rscopus,22563,23,1551395154
rscorecard,"A method to download Department of Education College
     Scorecard data using the public API
     <https://collegescorecard.ed.gov/data/documentation/>. It is based on
     the 'dplyr' model of piped commands to select and filter data in a
     single chained function call.  An API key from the U.S. Department of
     Education is required.",2018-11-05,Benjamin Skinner  (<https://orcid.org/0000-0002-0337-7415>),https://github.com/btskinner/rscorecard,TRUE,https://github.com/btskinner/rscorecard,10884,9,1541180520
rsdmx,"Set of classes and methods to read data and metadata documents
  exchanged through the Statistical Data and Metadata Exchange (SDMX) framework,
  currently focusing on the SDMX XML standard format (SDMX-ML).",2018-09-21,Emmanuel Blondel  (<https://orcid.org/0000-0002-5870-5762>),"https://github.com/opensdmx/rsdmx, http://www.sdmx.org",TRUE,https://github.com/opensdmx/rsdmx,46516,73,1537485473
RSelenium,"Provides a set of R bindings for the 'Selenium 2.0 WebDriver'
    (see <https://seleniumhq.github.io/docs/wd.html>
    for more information) using the 'JsonWireProtocol' (see
    <https://github.com/SeleniumHQ/selenium/wiki/JsonWireProtocol> for more
    information). 'Selenium 2.0 WebDriver' allows driving a web browser
    natively as a user would either locally or on a remote machine using
    the Selenium server it marks a leap forward in terms of web browser
    automation. Selenium automates web browsers (commonly referred to as
    browsers). Using RSelenium you can automate browsers locally or
    remotely.",2019-01-03,John Harrison (original author),http://ropensci.github.io/RSelenium,TRUE,https://github.com/ropensci/rselenium,169121,218,1546291201
RSGHB,"Functions for estimating models using a Hierarchical Bayesian (HB) framework. The flexibility comes in allowing the user to specify the likelihood function directly instead of assuming predetermined model structures. Types of models that can be estimated with this code include the family of discrete choice models (Multinomial Logit, Mixed Logit, Nested Logit, Error Components Logit and Latent Class) as well ordered response models like ordered probit and ordered logit. In addition, the package allows for flexibility in specifying parameters as either fixed (non-varying across individuals) or random with continuous distributions. Parameter distributions supported include normal, positive/negative log-normal, positive/negative censored normal, and the Johnson SB distribution. Kenneth Train's Matlab and Gauss code for doing Hierarchical Bayesian estimation has served as the basis for a few of the functions included in this package. These Matlab/Gauss functions have been rewritten to be optimized within R. Considerable code has been added to increase the flexibility and usability of the code base. Train's original Gauss and Matlab code can be found here: <http://elsa.berkeley.edu/Software/abstracts/train1006mxlhb.html> See Train's chapter on HB in Discrete Choice with Simulation here: <http://elsa.berkeley.edu/books/choice2.html>; and his paper on using HB with non-normal distributions here: <http://eml.berkeley.edu//~train/trainsonnier.pdf>. The authors would also like to thank the invaluable contributions of Stephane Hess and the Choice Modelling Centre: <https://cmc.leeds.ac.uk/>.",2019-01-07,Jeff Dumont,https://github.com/RSGInc/RSGHB,TRUE,https://github.com/rsginc/rsghb,28386,16,1546804936
rsimsum,"Summarise results from simulation studies and compute Monte Carlo
  standard errors of commonly used summary statistics. This package is modelled 
  on the 'simsum' user-written command in 'Stata' (See White I.R., 2010 
  <http://www.stata-journal.com/article.html?article=st0200>).",2019-03-15,"Alessandro Gasparini 
    (<https://orcid.org/0000-0002-8319-7624>)",https://ellessenne.github.io/rsimsum/,TRUE,https://github.com/ellessenne/rsimsum,3169,5,1552660705
rsinaica,"Easy-to-use functions for downloading air quality data from the 
    Mexican National Air Quality Information System (SINAICA).  Allows you to 
    query pollution and meteorological parameters from more than a hundred
    monitoring stations located throughout Mexico. See <https://sinaica.inecc.gob.mx> 
    for more information.",2019-02-04,Diego Valle-Jones,"https://hoyodesmog.diegovalle.net/rsinaica/,
https://github.com/diegovalle/rsinaica",TRUE,https://github.com/diegovalle/rsinaica,2236,6,1550009118
RSiteCatalyst,"Functions for interacting with the Adobe Analytics API V1.4
    (<https://api.omniture.com/admin/1.4/rest/>).",2018-04-22,Willem Paling,NA,TRUE,https://github.com/randyzwitch/rsitecatalyst,54573,121,1544647455
rslurm,"Functions that simplify submitting R scripts to a Slurm 
    workload manager, in part by automating the division of embarrassingly
    parallel calculations across cluster nodes.",2017-10-19,Philippe Marchand,https://github.com/SESYNC-ci/rslurm,TRUE,https://github.com/sesync-ci/rslurm,7541,20,1548174063
RSmartlyIO,"Aims at loading Facebook and Instagram advertising data from
    'Smartly.io' into R. 'Smartly.io' is an online advertising service that enables
    advertisers to display commercial ads on social media networks (see <http://www.smartly.io/> for more information).
    The package offers an interface to query the 'Smartly.io' API and loads data directly into R for further data processing and data analysis.",2019-01-21,Johannes Burkhardt <johannes.burkhardt@gmail.com>,"https://github.com/rstats-lab/RSmartlyIO, https://app.smartly.io",TRUE,https://github.com/rstats-lab/rsmartlyio,6366,3,1548065299
RSNNS,"The Stuttgart Neural Network Simulator (SNNS) is a library
    containing many standard implementations of neural networks. This
    package wraps the SNNS functionality to make it available from
    within R. Using the 'RSNNS' low-level interface, all of the
    algorithmic functionality and flexibility of SNNS can be accessed.
    Furthermore, the package contains a convenient high-level
    interface, so that the most common neural network topologies and
    learning algorithms integrate seamlessly into R.",2018-08-10,Christoph Bergmeir,https://github.com/cbergmeir/RSNNS,TRUE,https://github.com/cbergmeir/rsnns,146530,15,1534211667
rsnps,"A programmatic interface to various 'SNP' 'datasets'
    on the web: 'OpenSNP' (<https://opensnp.org>), and 'NBCIs' 'dbSNP' database
    (<https://www.ncbi.nlm.nih.gov/projects/SNP>). Functions
    are included for searching for 'NCBI'. For 'OpenSNP', functions are included 
    for getting 'SNPs', and data for 'genotypes', 'phenotypes', annotations, 
    and bulk downloads of data by user.",2018-09-20,Scott Chamberlain  (<https://orcid.org/0000-0003-1444-9135>),https://github.com/ropensci/rsnps,TRUE,https://github.com/ropensci/rsnps,17723,31,1553833391
RSocrata,"Provides easier interaction with
    'Socrata' open data portals <http://dev.socrata.com>.
    Users can provide a 'Socrata' data set resource URL,
    or a 'Socrata' Open Data API (SoDA) web query,
    or a 'Socrata' ""human-friendly"" URL,
    returns an R data frame. Converts dates to 'POSIX'
    format and manages throttling by 'Socrata'.
    Users can upload data to 'Socrata' portals directly
    from R.",2019-01-25,Hugh Devlin,https://github.com/Chicago/RSocrata,TRUE,https://github.com/chicago/rsocrata,26679,143,1548436751
rsoi,"Downloads Southern Oscillation Index, Oceanic Nino
    Index, North Pacific Gyre Oscillation data, North Atlantic Oscillation
    and Arctic Oscillation. Data sources are described in the README file.",2019-01-11,Sam Albers  (<https://orcid.org/0000-0002-9270-7884>),https://github.com/boshek/rsoi,TRUE,https://github.com/boshek/rsoi,5365,4,1547178942
Rsomoclu,"Somoclu is a massively parallel implementation of self-organizing maps.  It exploits multicore CPUs and it can be accelerated by CUDA. The topology of the map can be planar or toroid and the grid of neurons can be rectangular or hexagonal . Details refer to (Peter Wittek, et al (2017)) <doi:10.18637/jss.v078.i09>.",2019-01-03,Shichao Gao,http://peterwittek.github.io/somoclu/,TRUE,https://github.com/peterwittek/somoclu,18842,173,1546608472
rspa,"Minimally adjust the values of numerical records in a data.frame, such
    that each record satisfies a predefined set of equality and/or inequality
    constraints. The constraints can be defined using the 'validate' package. 
    The core algorithms have recently been moved to the 'lintools' package,
    refer to 'lintools' for a more basic interface and access to a version
    of the algorithm that works with sparse matrices.",2018-07-30,Mark van der Loo,https://github.com/markvanderloo/rspa,TRUE,https://github.com/markvanderloo/rspa,16169,0,1553262596
Rspc,"Implementation of Nelson rules for control charts in 'R'. The 'Rspc' implements some Statistical Process Control methods, namely Levey-Jennings type of I (individuals) chart, Shewhart C (count) chart and Nelson rules (as described in Montgomery, D. C. (2013) Introduction to statistical quality control. Hoboken, NJ: Wiley.). Typical workflow is taking the time series, specify the control limits, and list of Nelson rules you want to evaluate. There are several options how to modify the rules (one sided limits, numerical parameters of rules, etc.). Package is also capable of calculating the control limits from the data (so far only for i-chart and c-chart are implemented).",2018-07-30,Stanislav Matousek (MSD),NA,TRUE,https://github.com/merck/spc_package,1573,0,1532019409
RSpectra,"R interface to the 'Spectra' library
    <https://spectralib.org/> for large-scale eigenvalue and SVD
    problems. It is typically used to compute a few
    eigenvalues/vectors of an n by n matrix, e.g., the k largest eigenvalues,
    which is usually more efficient than eigen() if k << n. This package
    provides the 'eigs()' function that does the similar job as in 'Matlab',
    'Octave', 'Python SciPy' and 'Julia'. It also provides the 'svds()' function
    to calculate the largest k singular values and corresponding
    singular vectors of a real matrix. The matrix to be computed on can be
    dense, sparse, or in the form of an operator defined by the user.",2019-04-04,Yixuan Qiu,https://github.com/yixuan/RSpectra,TRUE,https://github.com/yixuan/rspectra,289402,38,1554515670
rsppfp,"An implementation of functionalities to transform directed graphs that are bound to a set of
  known forbidden paths. There are several transformations, following the rules provided by Villeneuve 
  and Desaulniers (2005) <doi: 10.1016/j.ejor.2004.01.032>, and Hsu et al. (2009) <doi: 10.1007/978-3-642-03095-6_60>. 
  The resulting graph is generated in a data-frame format. See rsppfp website for more information, 
  documentation an examples.",2019-02-19,Melina Vidoni  (<https://orcid.org/0000-0002-4099-1430>),https://github.com/melvidoni/rsppfp,TRUE,https://github.com/melvidoni/rsppfp,1065,2,1550587720
RSQLite,"Embeds the 'SQLite' database engine in R and
    provides an interface compliant with the 'DBI' package. The
    source for the 'SQLite' engine is included.",2018-05-06,Kirill Müller  (<https://orcid.org/0000-0002-1416-3412>),https://github.com/r-dbi/RSQLite,TRUE,https://github.com/r-dbi/rsqlite,3011472,166,1548621779
Rssa,"Methods and tools for Singular Spectrum Analysis including decomposition, forecasting and gap-filling for univariate and multivariate time series.",2017-10-04,Anton Korobeynikov,http://github.com/asl/rssa,TRUE,https://github.com/asl/rssa,34167,32,1530738522
RSSL,"A collection of implementations of semi-supervised classifiers
    and methods to evaluate their performance. The package includes implementations
    of, among others, Implicitly Constrained Learning, Moment Constrained Learning,
    the Transductive SVM, Manifold regularization, Maximum Contrastive Pessimistic
    Likelihood estimation, S4VM and WellSVM.",2019-03-08,Jesse Krijthe,http://www.github.com/jkrijthe/RSSL,TRUE,https://github.com/jkrijthe/rssl,6528,33,1552498353
rstan,"User-facing R functions are provided to parse, compile, test,
    estimate, and analyze Stan models by accessing the header-only Stan library
    provided by the 'StanHeaders' package. The Stan project develops a probabilistic
    programming language that implements full Bayesian statistical inference
    via Markov Chain Monte Carlo, rough Bayesian inference via 'variational'
    approximation, and (optionally penalized) maximum likelihood estimation via
    optimization. In all three cases, automatic differentiation is used to quickly
    and accurately evaluate gradients without burdening the user with the need to
    derive the partial derivatives.",2018-11-07,Ben Goodrich,"http://discourse.mc-stan.org, http://mc-stan.org",TRUE,https://github.com/stan-dev/rstan,585157,543,1553923640
rstanarm,"Estimates previously compiled regression models using the 'rstan'
    package, which provides the R interface to the Stan C++ library for Bayesian
    estimation. Users specify models via the customary R syntax with a formula and
    data.frame plus some additional arguments for priors.",2018-11-10,Simon Wood [cph (R/stan_gamm4.R),"http://discourse.mc-stan.org, http://mc-stan.org/,
http://mc-stan.org/rstanarm/",TRUE,https://github.com/stan-dev/rstanarm,169188,194,1554525767
rstantools,"Provides various tools for developers of R packages interfacing
    with 'Stan' <http://mc-stan.org>, including functions to set up the required 
    package structure, S3 generics and default methods to unify function naming 
    across 'Stan'-based R packages, and vignettes with recommendations for 
    developers.",2018-08-22,Jonah Gabry,"http://discourse.mc-stan.org/, http://mc-stan.org/rstantools/",TRUE,https://github.com/stan-dev/rstantools,178179,15,1544740851
rstap,Estimates previously compiled stap regression models using the 'rstan' package. Users specify models via a custom R syntax with a formula and data.frame plus additional arguments for priors.,2019-02-06,Adam Peterson,https://biostatistics4socialimpact.github.io/rstap,TRUE,https://github.com/biostatistics4socialimpact/rstap,836,3,1552424396
RStata,"A simple R -> Stata interface allowing the user to
    execute Stata commands (both inline and from a .do file)
    from R.",2016-10-27,Luca Braglia,http://github.com/lbraglia/RStata,TRUE,https://github.com/lbraglia/rstata,14074,41,1529048033
RStoolbox,"Toolbox for remote sensing image processing and analysis such as
    calculating spectral indices, principal component transformation, unsupervised
    and supervised classification or fractional cover analyses.",2019-01-08,Benjamin Leutner,"http://bleutner.github.io/RStoolbox,
https://github.com/bleutner/RStoolbox",TRUE,https://github.com/bleutner/rstoolbox,42265,123,1552664098
rstpm2,"R implementation of generalized survival models (GSMs) and smooth accelerated failure time (AFT) models. For the GSMs, g(S(t|x))=eta(t,x) for a link function g, survival S at time t with covariates x and a linear predictor eta(t,x). The main assumption is that the time effect(s) are smooth. For fully parametric models with natural splines, this re-implements Stata's 'stpm2' function, which are flexible parametric survival models developed by Royston and colleagues. We have extended the parametric models to include any smooth parametric smoothers for time. We have also extended the model to include any smooth penalized smoothers from the 'mgcv' package, using penalized likelihood. These models include left truncation, right censoring, interval censoring, gamma frailties and normal random effects. For the smooth AFTs, S(t|x) = S_0(t*eta(t,x)), where the baseline survival function S_0(t)=exp(-exp(eta_0(t))) is modelled for natural splines for eta_0, and the time-dependent cumulative acceleration factor eta(t,x)=\int_0^t exp(eta_1(u,x)) du for log acceleration factor eta_1(u,x).",2019-01-17,Mark Clements,http://github.com/mclements/rstpm2,TRUE,https://github.com/mclements/rstpm2,11272,10,1544954942
rstudioapi,"Access the RStudio API (if available) and provide informative error
    messages when it's not.",2019-03-19,Kevin Ushey,https://github.com/rstudio/rstudioapi,TRUE,https://github.com/rstudio/rstudioapi,6706035,82,1553028236
RSuite,"Supports safe and reproducible solutions development in R.
        It will help you with environment separation per project,
        dependency management, local packages creation and preparing
        deployment packs for your solutions.",2019-03-07,Walerian Sokolowski,https://rsuite.io,TRUE,https://github.com/wlogsolutions/rsuite,3014,20,1554101949
rsunlight,"Interface to 'APIs' for US government data previously under
    the 'Sunlight' Foundation, now under 'ProPublica'
    (<https://www.propublica.org/datastore/'apis'>), and Open States
    (<http://docs.openstates.org/en/latest/api/>). Functions are
    provided to interact with each of the routes in each API.",2018-05-15,Scott Chamberlain,https://github.com/ropengov/rsunlight,TRUE,https://github.com/ropengov/rsunlight,11712,43,1526392102
RSurvey,"A geographic information system (GIS) graphical user interface (GUI) that
  provides data viewing, management, and analysis tools.",2018-04-11,Jason C. Fisher  (<https://orcid.org/0000-0001-9032-8912>),https://github.com/USGS-R/RSurvey,TRUE,https://github.com/usgs-r/rsurvey,28598,10,1523394783
rsvd,"Low-rank matrix decompositions are fundamental tools and widely used for data
  analysis, dimension reduction, and data compression. Classically, highly accurate 
  deterministic matrix algorithms are used for this task. However, the emergence of 
  large-scale data has severely challenged our computational ability to analyze big data. 
  The concept of randomness has been demonstrated as an effective strategy to quickly produce
  approximate answers to familiar problems such as the singular value decomposition (SVD). 
  The rsvd package provides several randomized matrix algorithms such as the randomized 
  singular value decomposition (rsvd), randomized principal component analysis (rpca), 
  randomized robust principal component analysis (rrpca), randomized interpolative 
  decomposition (rid), and the randomized CUR decomposition (rcur). In addition several plot 
  functions are provided. The methods are discussed in detail by Erichson et al. (2016) <arXiv:1608.02148>. ",2018-11-06,N. Benjamin Erichson,https://github.com/erichson/rSVD,TRUE,https://github.com/erichson/rsvd,34731,52,1541446138
RSvgDevice,"A graphics device for R that uses the w3.org xml standard
        for Scalable Vector Graphics.",2014-04-25,T Jake Luciani <jakeluciani@yahoo.com>,https://github.com/mdecorde/RSvgDevice,TRUE,https://github.com/mdecorde/rsvgdevice,11440,127,1524146186
RSwissMaps,"Allows to link data to Swiss administrative divisions (municipalities,
    districts, cantons) and to plot and save customised maps thereof.  Furthermore, the
    package allows to generate tailored templates for data collection.  The used geodata
    is publicly available on the Swiss Federal Statistical Office website
    <https://www.bfs.admin.ch/bfs/de/home/dienstleistungen/geostat/geodaten-bundesstatistik.html>. ",2017-10-02,David Zumbach,NA,TRUE,https://github.com/zumbov2/rswissmaps,4313,12,1538424927
rsyslog,"Functions to write messages to the 'syslog' system logger API,
  available on all 'POSIX'-compatible operating systems. Features include
  tagging messages with a priority level and application type, as well as
  masking (hiding) messages below a given priority level.",2018-07-03,Aaron Jacobs,https://github.com/atheriel/rsyslog,TRUE,https://github.com/atheriel/rsyslog,882,6,1530633939
rt.test,"Performs one-sample t-test based on robustified statistics using median/MAD (TA) and Hodges-Lehmann/Shamos (TB). For more details, see Park and Wang (2018)<arXiv:1807.02215>. This work was partially supported by the National Research Foundation of Korea (NRF) grant funded by the Korea government (No. NRF-2017R1A2B4004169).  ",2018-07-10,Chanseok Park,https://github.com/statpnu/R-package,TRUE,https://github.com/statpnu/r-package,1808,0,1531292524
rtdists,"Provides response time distributions (density/PDF,
       distribution function/CDF, quantile function, and random
       generation): (a) Ratcliff diffusion model (Ratcliff &
       McKoon, 2008, <doi:10.1162/neco.2008.12-06-420>) based on C
       code by Andreas and Jochen Voss and (b) linear ballistic
       accumulator (LBA; Brown & Heathcote, 2008,
       <doi:10.1016/j.cogpsych.2007.12.002>) with different
       distributions underlying the drift rate.",2018-08-29,Henrik Singmann  (<https://orcid.org/0000-0002-4842-3657>),https://github.com/rtdists/rtdists/,TRUE,https://github.com/rtdists/rtdists,28807,21,1535534921
RTest,"This provides a framework for R packages developed for
	a regulatory environment. It is based on the 'testthat' unit testing system and provides the adapter
    functionalities for XML-based test case definition as well as for standardized
    reporting of the test results.",2019-01-02,Sebastian Wolf,NA,TRUE,https://github.com/zappingseb/rtest,1722,12,1547198500
rtext,"For natural language processing and analysis of qualitative text
    coding structures which provide a way to bind together text and text data
    are fundamental. The package provides such a structure and accompanying
    methods in form of R6 objects. The 'rtext' class allows for text handling
    and text coding (character or regex based) including data updates on
    text transformations as well as aggregation on various levels.
    Furthermore, the usage of R6 enables inheritance and passing by reference
    which should enable 'rtext' instances to be used as back-end for R based
    graphical text editors or text coding GUIs.",2019-01-23,Peter Meissner,https://github.com/petermeissner/rtext,TRUE,https://github.com/petermeissner/rtext,4963,2,1548706744
rticles,"A suite of custom R Markdown formats and templates for
  authoring journal articles and conference submissions.",2019-03-16,Yihui Xie  (<https://orcid.org/0000-0003-0645-5666>),https://github.com/rstudio/rticles,TRUE,https://github.com/rstudio/rticles,194288,507,1553548162
rtide,"Calculates tide heights based on tide station harmonics.
    It includes the harmonics data for 637 US stations.
    The harmonics data was converted from <https://github.com/poissonconsulting/rtide/blob/master/data-raw/harmonics-dwf-20151227-free.tar.bz2>,
    NOAA web site data processed by David Flater for 'XTide'.
    The code to calculate tide heights from the harmonics is based on 'XTide'.",2018-08-23,Joe Thorley,https://github.com/poissonconsulting/rtide,TRUE,https://github.com/poissonconsulting/rtide,5846,10,1541188822
rtika,"Extract text or metadata from over a thousand file types, using Apache Tika <https://tika.apache.org/>. Get either plain text or structured XHTML content. ",2019-02-27,Sasha Goodman,http://github.com/ropensci/rtika,TRUE,https://github.com/ropensci/rtika,2657,38,1551213713
rtimes,"Interface to Congress, Campaign Finance, Article Search, and
    Geographic 'APIs' from the New York Times (<http://developer.nytimes.com/>)
    and 'ProPublica' (<https://www.propublica.org/datastore/apis>). This client 
    covers a subset of the New York Times and 'ProPublica' 'APIs'.",2017-08-11,Scott Chamberlain,https://github.com/ropengov/rtimes,TRUE,https://github.com/ropengov/rtimes,10511,51,1550252849
RTransferEntropy,Measuring information flow between time series with Shannon and Rényi transfer entropy. See also Dimpfl and Peter (2013) <doi:10.1515/snde-2012-0044> and Dimpfl and Peter (2014) <doi:10.1016/j.intfin.2014.03.004> for theory and applications to financial time series. Additional references can be found in the theory part of the vignette.,2019-03-12,Simon Behrendt,https://github.com/BZPaper/RTransferEntropy,TRUE,https://github.com/bzpaper/rtransferentropy,2598,3,1552404853
rtrek,"Provides datasets related to the Star Trek fictional universe and functions for working with the data.
    The package also provides access to real world datasets based on the televised series and other related licensed media productions.
    It interfaces with the Star Trek API (STAPI) (<http://stapi.co/>), 
    Memory Alpha (<http://memory-alpha.wikia.com/>), and Memory Beta (<http://memory-beta.wikia.com/>) 
    to retrieve data, metadata and other information relating to Star Trek.
    It also contains several local datasets covering a variety of topics. 
    The package also provides functions for working with data from other Star Trek-related 
    R data packages containing larger datasets not stored in 'rtrek'.",2019-01-11,Matthew Leonawicz  (<https://orcid.org/0000-0001-9452-2771>),https://github.com/leonawicz/rtrek,TRUE,https://github.com/leonawicz/rtrek,1874,25,1548616356
Rtsne,"An R wrapper around the fast T-distributed Stochastic
    Neighbor Embedding implementation by Van der Maaten  (see <https://github.com/lvdmaaten/bhtsne/> for more information on the original implementation).",2018-11-10,Jesse Krijthe,https://github.com/jkrijthe/Rtsne,TRUE,https://github.com/jkrijthe/rtsne,271976,195,1550052637
rtson,"TSON, short for Typed JSON, is a binary-encoded serialization of
    JSON like document that support JavaScript typed data (https://github.com/tercen/TSON).",2016-08-26,Alexandre Maurel,https://github.com/tercen/TSON,TRUE,https://github.com/tercen/tson,6447,4,1536750041
Rttf2pt1,"Contains the program 'ttf2pt1', for use with the
    'extrafont' package. This product includes software developed by the 'TTF2PT1'
    Project and its contributors.",2018-06-29,Winston Chang,https://github.com/wch/Rttf2pt1,TRUE,https://github.com/wch/rttf2pt1,452769,6,1530299514
rtweet,"An implementation of calls designed to collect and
    organize Twitter data via Twitter's REST and stream Application
    Program Interfaces (API), which can be found at the following URL:
    <https://developer.twitter.com/en/docs>.",2018-09-28,Michael W. Kearney  (<https://orcid.org/0000-0002-0730-4694>),https://CRAN.R-project.org/package=rtweet,TRUE,https://github.com/mkearney/rtweet,72440,350,1546020613
rtypeform,"An R interface to the 'typeform' <https://typeform.com> application program interface.
  Also provides functions for downloading your results.",2018-08-28,Colin Gillespie,https://github.com/csgillespie/rtypeform,TRUE,https://github.com/csgillespie/rtypeform,7681,6,1540812367
ruimtehol,"Wraps the 'StarSpace' library <https://github.com/facebookresearch/StarSpace> 
    allowing users to calculate word, sentence, article, document, webpage, link and entity 'embeddings'. 
    By using the 'embeddings', you can perform text based multi-label classification, 
    find similarities between texts and categories, do collaborative-filtering based recommendation 
    as well as content-based recommendation, find out relations between entities, calculate 
    graph 'embeddings' as well as perform semi-supervised learning and multi-task learning on plain text. 
    The techniques are explained in detail in the paper: 'StarSpace: Embed All The Things!' by Wu et al. (2017), available at <arXiv:1709.03856>.",2019-01-28,Jan Wijffels,https://github.com/bnosac/ruimtehol,TRUE,https://github.com/bnosac/ruimtehol,1143,55,1551346487
